"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1002","Reorder from order history","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldReorderFromHistory"
"","1","shouldSearchNotificationsByType(String) Search notifications by type: security","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSearchNotificationsByType"
"","1","shouldDeleteNotificationById(int) Delete notification with ID: 109","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","1025","shouldTestPaymentMethod(String) Test payment method: Apple Pay","","2026-09-21","failed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestPaymentMethod"
"","1","Test different event delivery modes [4] Scheduled","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventDeliveryModes"
"","24","shouldSearchWithCategoryFilter(String) Search with category filter: Home","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithCategoryFilter"
"","1","Test different log analysis features [1] Filtering","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogAnalysisFeatures"
"","2","Test different log categories [1] Application, app.log","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogCategories"
"","1","shouldFilterProductsByRating(String) Filter products by rating: 4","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldFilterProductsByRating"
"","1003","shouldIntegrateWithPaymentMethod(String) Test payment method integration: Stripe","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentMethod"
"","1","shouldDeleteOrderById(int) Delete order with ID: 71","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","2","Test different event error handling strategies [1] Retry","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventErrorHandlingStrategies"
"","1025","shouldTestDeliveryDate(String, String) Test delivery date: Tomorrow","","2026-09-21","failed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestDeliveryDate"
"","1","shouldFilterProductsByRating(String) Filter products by rating: 1","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldFilterProductsByRating"
